kelurahan;pos_code;kecamatan
Mattiro Bone;90671;Liukang Tupabbiring
Kareung;23354;Lhoong
Karau;71392;Limpasu
Lolat;99739;Lolat
Bitahan;71154;Lokpaikat
Woloaro\/Woloara;86361;Lio Timur
Kemejing;54181;Loano
Mattiro Deceng;90671;Liukang Tupabbiring
Loano;54181;Loano
Bandar Limabung;22982;Lingga Bayu
Krayan Bahagia;76282;Long Ikis
Serahak;99739;Lolat
Air Haji Barat;25668;Linggo Sari Baganti
Long Penaneh II;75769;Long Apari
Mattiro Dolangeng;90671;Liukang Tupabbiring
Munggu;76283;Long Kali
Wololelea (Wololela A);86361;Lio Timur
Bitahan Baru;71154;Lokpaikat
Maron;54181;Loano
Limpasu;71392;Limpasu
Mandalagiri;46464;Leuwisari
Air Haji Tengah;25668;Linggo Sari Baganti
Wanim;99739;Lolat
Reje Payung;24565;Linge
Wolosambi;86361;Lio Timur
Krayan Jaya;76282;Long Ikis
Mudalrejo;54181;Loano
Keutapang;23354;Lhoong
Lam Juhang;23354;Lhoong
Bonca Bayuon;22982;Lingga Bayu
Budi Mulya;71154;Lokpaikat
Perkuwen (Perkuwin);76283;Long Kali
Simpang Tige Uning (Simpang III Uning);24565;Linge
Air Haji Tenggara;25668;Linggo Sari Baganti
Pauh;71392;Limpasu
Webile;99739;Lolat
Babakan Sadeng;16641;Leuwisadeng
Krayan Makmur;76282;Long Ikis
Lamgeuriheu (Lam Griheu);23354;Lhoong
Long Penaneh III;75769;Long Apari
Umang;24565;Linge
Lagan Hilir Punggasan;25668;Linggo Sari Baganti
Lamkuta Blang Mee (Lam Kuta Blang Mee);23354;Lhoong
Bonan Dolok;22475;Lintong Nihuta
Krayan Sentosa;76282;Long Ikis
Kalong I (Kalong 1);16641;Leuwisadeng
Anca;94369;Lindu
Lagan Mudik Punggasan;25668;Linggo Sari Baganti
Dolok Margu (Dolok Marduga);22475;Lintong Nihuta
Lamsujen (Lam Sujen);23354;Lhoong
Lombok;76282;Long Ikis
Kalong II (Kalong 2);16641;Leuwisadeng
Tapuk;71392;Limpasu
Meunasah Cot;23354;Lhoong
Jawisari;51383;Limbangan
Dalan Lidang;22982;Lingga Bayu
Langko;94369;Lindu
Ngargosari;54181;Loano
Meunasah Krueng Kala;23354;Lhoong
Naha Buan;75769;Long Apari
Lokpaikat;71154;Lokpaikat
Leuwisadeng;16641;Leuwisadeng
Rimun;54181;Loano
Grogol;16512;Limo
Kedungboto;51383;Limbangan
Muara Gadang Air Haji (Muaragadang Air Haji);25668;Linggo Sari Baganti
Kampung Baru;22982;Lingga Bayu
Petiku;76283;Long Kali
Olu;94369;Lindu
Mattiro Langi;90671;Liukang Tupabbiring
Naha Silat (Noha Silat);75769;Long Apari
Meunasah Lhok;23354;Lhoong
Baturapa;95741;Lolak
Krukut;16512;Limo
Long Gelang;76282;Long Ikis
Mon Mata;23354;Lhoong
Lancat;22982;Lingga Bayu
Sadeng;16641;Leuwisadeng
Sedayu;54181;Loano
Mattiro Matae;90671;Liukang Tupabbiring
Naha Tifab (Naha Tivab);75769;Long Apari
Puroo;94369;Lindu
Muara Kandis Punggasan (Muarakandis Punggasan);25668;Linggo Sari Baganti
Baturapa II;95741;Lolak
Limo;16515;Limo
Limbangan;51383;Limbangan
Tiong Bu'u (Tiong Buu);75769;Long Apari
Paroy;23354;Lhoong
Parandakan;71154;Lokpaikat
Tepansari;54181;Loano
Kedungkencana (Kedungkancana);45456;Ligung
Pasi (Pasie);23354;Lhoong
Long Ikis;76282;Long Ikis
Pinang Jatus;76283;Long Kali
Maruyung (Meruyung);16515;Limo
Sadeng Kolot (Sadengkolot);16641;Leuwisadeng
Mattiro Sompe;90671;Liukang Tupabbiring
Baru Lubuk Mengkuang;37213;Limbur Lubuk Mengkuang
Tomado;94369;Lindu
Tridadi;54181;Loano
Kedungsari;45456;Ligung
Pudeng;23354;Lhoong
Puncak Harapan;71154;Lokpaikat
Bumbung;95741;Lolak
Kertasari;45456;Ligung
Saney;23354;Lhoong
Padang XI Punggasan;25668;Linggo Sari Baganti
Putang;76283;Long Kali
Sibanteng;16641;Leuwisadeng
Limbur Baru;37213;Limbur Lubuk Mengkuang
Berkun;37382;Limun
Mattiro Ujung;90671;Liukang Tupabbiring
Kodasari;45456;Ligung
Babatan;31593;Lintang Kanan
Sungko Mulat (Sengko Meulat);23354;Lhoong
Lubuk Tanah Terban;37213;Limbur Lubuk Mengkuang
Muara Adang;76282;Long Ikis
Trirejo;54181;Loano
Demang;37382;Limun
Leuweunghapit;45456;Ligung
Balo Baloang;90673;Liukang Tangaya
Teungoh Blang Mee;23354;Lhoong
Muara\/Muaro Tebo Pandak;37213;Limbur Lubuk Mengkuang
Buntalo;95741;Lolak
Wangunjaya (Wangun Jaya);16641;Leuwisadeng
Leuwiliang Baru;45456;Ligung
Kondongia;93626;Lohia
Teungoh Geunteut;23354;Lhoong
Balaoli;85981;Loaholu
Ligung;45456;Ligung
Pasar Bukit Air Haji;25668;Linggo Sari Baganti
Lubuk Bedorong;37382;Limun
Pauh Agung;37213;Limbur Lubuk Mengkuang
Sebakung;76283;Long Kali
Tunong Krueng Kala;23354;Lhoong
Kapoposan Bali;90673;Liukang Tangaya
Ligung Lor;45456;Ligung
Ciparay;45473;Leuwimunding
Batu Ampar;31593;Lintang Kanan
Lobung;22982;Lingga Bayu
Olung;76282;Long Ikis
Meribung;37382;Limun
Pemunyian;37213;Limbur Lubuk Mengkuang
Umong Seuribee (Umong Seurebee);23354;Lhoong
Boni;85981;Loaholu
Majasari;45456;Ligung
Korihi;93626;Lohia
Margosari;51383;Limbangan
Pangkalan;22982;Lingga Bayu
Buntalo Selatan;95741;Lolak
Poleonro;90673;Liukang Tangaya
Mersip;37382;Limun
Sukawera;45456;Ligung
Heuleut;45473;Leuwimunding
Pasar Lama Muara Air Haji;25668;Linggo Sari Baganti
Ngesrepbalong;51383;Limbangan
Moenti;37382;Limun
Sabalana;90673;Liukang Tangaya
Karangasem;45473;Leuwimunding
Rantau Tipu;37213;Limbur Lubuk Mengkuang
Pait;76282;Long Ikis
Pagertoyo;51383;Limbangan
Holulai;85981;Loaholu
Tegalaren;45456;Ligung
Muara Limun;37382;Limun
Lakarinta;93626;Lohia
Meunasah Blang;23355;Lhoknga (Lho'nga)
Sebakung Makmur;76283;Long Kali
Pagerwojo;51383;Limbangan
Renah Sungai Besar;37213;Limbur Lubuk Mengkuang
Punggasan;25668;Linggo Sari Baganti
Lame;45473;Leuwimunding
Endalo;31593;Lintang Kanan
Perbatasan;22982;Lingga Bayu
Sabaru;90673;Liukang Tangaya
Wanasalam;45456;Ligung
Buntalo Timur;95741;Lolak
Banjar;68454;Licin
Liangkobori;93626;Lohia
Renah Sungai Ipuh;37213;Limbur Lubuk Mengkuang
Sebakung Taka (Sebakung IV);76283;Long Kali
Samuntai;76282;Long Ikis
Perk. Simpang (Perk. Simpang Gambir);22982;Lingga Bayu
Diat;95741;Lolak
Meunasah Cut;23355;Lhoknga (Lho'nga)
Muara Mensao (Muara Mansao);37382;Limun
Sailus;90673;Liukang Tangaya
Gumuk;68454;Licin
Karang Tanding;31593;Lintang Kanan
Pakis;51383;Limbangan
Punggasan Timur;25668;Linggo Sari Baganti
Sekar Mengkuang;37213;Limbur Lubuk Mengkuang
Leuwikujang;45473;Leuwimunding
Lidor;85981;Loaholu
Loghiya;93626;Lohia
Sikumbu;22982;Lingga Bayu
Napal Melintang;37382;Limun
Jelun;68454;Licin
Sapuka;90673;Liukang Tangaya
Dulangan;95741;Lolak
Utamong;23354;Lhoong
Meunasah Karieng;23355;Lhoknga (Lho'nga)
Peron;51383;Limbangan
Sawit Jaya;76282;Long Ikis
Kluncing;68454;Licin
Abeuk Leupon (Leupen);24382;Lhoksukon
Punggasan Utara;25668;Linggo Sari Baganti
Tanjung Bungo;37213;Limbur Lubuk Mengkuang
Lesung Batu;31593;Lintang Kanan
Leuwimunding;45473;Leuwimunding
Simpang Bajole;22982;Lingga Bayu
Panca Karya;37382;Limun
Lohia;93626;Lohia
Mundek;85981;Loaholu
Licin;68454;Licin
Sriwulan;51383;Limbangan
Satanger;90673;Liukang Tangaya
Meunasah Lam Girek;23355;Lhoknga (Lho'nga)
Oebela;85981;Loaholu
Alue Abee;24382;Lhoksukon
Mindi;45473;Leuwimunding
Tampaang;90673;Liukang Tangaya
Labuan Uki;95741;Lolak
Pulau Pandan;37382;Limun
Sekurou Jaya;76282;Long Ikis
Lubuk Cik;31593;Lintang Kanan
Alue Buket;24382;Lhoksukon
Sumberahayu (Sumber Rahayu);51383;Limbangan
Rantau Simalenang Air Haji;25668;Linggo Sari Baganti
Oebole;85981;Loaholu
Alue Eumpok;24382;Lhoksukon
Oelua;85981;Loaholu
Ranggo;37382;Limun
Maabholu;93626;Lohia
Mirat;45473;Leuwimunding
Lalow;95741;Lolak
Dewakang;90672;Liukang Kalmas (Kalukuang Masalima)
Alue Itam Baroh;24382;Lhoksukon
Suka Damai;37382;Limun
Lubuk Tapang;31593;Lintang Kanan
Tajer Mulya;76282;Long Ikis
Alue Itam Reudeup;24382;Lhoksukon
Nanggerang;45473;Leuwimunding
Mantobua;93626;Lohia
Tasilo;85981;Loaholu
Alue Meudem (Mudem);24382;Lhoksukon
Sungai Sirah Air Haji (Sungaisirah Air Haji);25668;Linggo Sari Baganti
Lolak;95741;Lolak
Tanjung Raden;37382;Limun
Tabet;51383;Limbangan
Waara (Waarah);93626;Lohia
Ara Ab (Meunasah Ara);24382;Lhoksukon
Parakan;45473;Leuwimunding
Linggang Amer;75576;Linggang Bigung
Tamanrejo;51383;Limbangan
Tajur;76282;Long Ikis
Temalang;37382;Limun
Arongan Lt;24382;Lhoksukon
Bojongslawi;45252;Lohbener
Parungjaya;45473;Leuwimunding
Babah Geudeubang (Babah Geudubang);24382;Lhoksukon
Linggang Bangunsari (Bangun Sari);75576;Linggang Bigung
Temenggung;37382;Limun
Teluk Waru;76282;Long Ikis
Beuringin Lb (Meunasah Beuringen);24382;Lhoksukon
Patuanan;45473;Leuwimunding
Cubadak;27216;Lima Kaum
Kiajaran Kulon;45252;Lohbener
Tambahsari;51383;Limbangan
Amongrogo;51271;Limpung
Tanjunglengkayap (Tanjung Lengkayap);32158;Lengkiti
Linggang Bigung;75576;Linggang Bigung
Bintang Hu;24382;Lhoksukon
Pakel;68454;Licin
Tiwei;76282;Long Ikis
Atar Brak (Antarbrak \/ Antarberak);35613;Limau
Akhih Majile;24677;Leuser
Simpang Duku;22982;Lingga Bayu
Rajawangi;45473;Leuwimunding
Kiajaran Wetan (Kijaran Wetan);45252;Lohbener
Tebo Jaya;37213;Limbur Lubuk Mengkuang
Labuah\/Labuh;27211;Lima Kaum
Blang Aman (Gampong Blang Aman);24382;Lhoksukon
Segobang;68454;Licin
Linggang Bigung Baru (Bigung Baru);75576;Linggang Bigung
Blang Rubek;24382;Lhoksukon
Tihang;32158;Lengkiti
Meunasah Lambaro (Meunasah Baro Lam Puuk);23355;Lhoknga (Lho'nga)
Badak;35613;Limau
Datah Bilang Baru;75770;Long Hubung
Tuo Limbur;37213;Limbur Lubuk Mengkuang
Bintang Alga Musara;24677;Leuser
Tanjungsari;45473;Leuwimunding
Tamansari;68454;Licin
Linggang Kebut;75576;Linggang Bigung
Buket Hagu;24382;Lhoksukon
Pante;24382;Lhoksukon
Simpang Durian;22982;Lingga Bayu
Banjar Agung;35613;Limau
Langut;45252;Lohbener
Lima Kaum (Limo Kaum);27211;Lima Kaum
Baringeng;92766;Libureng
Buket Kreung (Buket Krueng);24382;Lhoksukon
Doang Doangan Lompo (Doang Doanganlompo);90672;Liukang Kalmas (Kalukuang Masalima)
Tuo Lubuk Mengkuang;37213;Limbur Lubuk Mengkuang
Barengkok;16640;Leuwiliang
Tualang;32158;Lengkiti
Meunasah Manyang;23355;Lhoknga (Lho'nga)
Buket Mee Lt;24382;Lhoksukon
Datah Bilang Ilir;75770;Long Hubung
Pulo Dulang (Meunasah Pulo Dolang);24382;Lhoksukon
Simpang Gambir;22982;Lingga Bayu
Ketapang;35613;Limau
Linggang Mapan;75576;Linggang Bigung
Binuang;92766;Libureng
Cibeber I (Cibeber 1);16640;Leuwiliang
Bintang Bukit Indah (Bukit Bintang Indah);24677;Leuser
Daenaa;96215;Limboto Barat
Buket Seuntang (Buket Sentang);24382;Lhoksukon
Rambot;24382;Lhoksukon
Bune;92766;Libureng
Kuripan;35613;Limau
Meunasah Mesjid Lamlhom;23355;Lhoknga (Lho'nga)
Babadan;51271;Limpung
Simpang Koje;22982;Lingga Bayu
Buloh LT (Meunasah Buloh);24382;Lhoksukon
Ceppaga;92766;Libureng
Padang Ratu;35613;Limau
Lanjan;45252;Lohbener
Haya-Haya (Hayahaya);96216;Limboto Barat
Cibeber II (Cibeber 2);16640;Leuwiliang
Kalukuang (Kalu-Kalukuang);90672;Liukang Kalmas (Kalukuang Masalima)
Meunasah Mon Cut;23355;Lhoknga (Lho'nga)
Ceubrek (Meunasah Ceubrek);24382;Lhoksukon
Kanyurang;90672;Liukang Kalmas (Kalukuang Masalima)
Laburasseng (Laburasse);92766;Libureng
Dlisen;51271;Limpung
Tangsi Atas;22982;Lingga Bayu
Datah Bilang Ulu;75770;Long Hubung
Cot Ara (Gampong Cot Ara);24382;Lhoksukon
Huidu;96215;Limboto Barat
Pariaman;35613;Limau
Linggang Melapeh;75576;Linggang Bigung
Mallinrung;92766;Libureng
Karacak;16640;Leuwiliang
Parambahan;27211;Lima Kaum
Mns. Mesjid Lampuuk;23355;Lhoknga (Lho'nga)
Cot Asan;24382;Lhoksukon
Tapus;22982;Lingga Bayu
Umpam (Umpan);32158;Lengkiti
Donorejo;51271;Limpung
Huidu Utara;96216;Limboto Barat
Pekon Ampai;35613;Limau
Rawa (Meunasah Rawa);24382;Lhoksukon
Mario;92766;Libureng
Larangan;45252;Lohbener
Matirro Bulu (Mattiro Bulu);92766;Libureng
Bukit Meriah (Bukit Mekhiah);24677;Leuser
Mon Ikeun;23355;Lhoknga (Lho'nga)
Abbanuange;90871;Lilirilau (Lili Rilau)
Mara Sende (Marasende);90672;Liukang Kalmas (Kalukuang Masalima)
Daik;29872;Lingga
Hutabohu;96216;Limboto Barat
Way Heling;32158;Lengkiti
Matirrodeceng (Mattiro Deceng);92766;Libureng
Naga Umbang;23355;Lhoknga (Lho'nga)
Seuneubok Dalam;24382;Lhoksukon
Ombulo;96215;Limboto Barat
Bun-bun Alas (Bunbun Alas);24677;Leuser
Mattirowalie (Mattiro Walie);92766;Libureng
Daik Sepincan;29872;Lingga
Teupin Keubeu;24382;Lhoksukon
Pitumpidange;92766;Libureng
Cahaya Makmur;30657;Lempuing
Baringeng;90871;Lilirilau (Lili Rilau)
Padengo;96216;Limboto Barat
Kambang;25663;Lengayang
Tanjungsangkar (Tanjung Sangkar);33792;Lepar (Lepar Pongok)
Cot Glumpang AB (Cot Geulumpang Ab);24382;Lhoksukon
Trieng Matang Ubi;24382;Lhoksukon
Airbanua;95377;Likupang Barat
Karehkel;16640;Leuwiliang
Tanjung Jaya (Tanjungjaya);35613;Limau
Cabenge;90871;Lilirilau (Lili Rilau)
Cahya Bumi (Cahaya Bumi);30657;Lempuing
Kalisalak;51271;Limpung
Bunbun Indah (Bunbun Indah War);24677;Leuser
Banaresep Barat;69461;Lenteng
Cot U Sibak (Meunasah Cot Usibak);24382;Lhoksukon
Trieng Pantang;24382;Lhoksukon
Dayah Lb\/Lt;24382;Lhoksukon
Bahoi;95377;Likupang Barat
Bangka Dese;86521;Lelak
Karyasari;16640;Leuwiliang
Dabuk Rejo;30657;Lempuing
Kambang Barat;25663;Lengayang
Tanjung Siom;35613;Limau
Muning Agung;39267;Lebong Sakti
Kepuh;51271;Limpung
Banaresep Timur;69461;Lenteng
Ulee Barat (Meunasah Ulee Barat);24382;Lhoksukon
Geulumpang;24382;Lhoksukon
Bulutui;95377;Likupang Barat
Tegineneng;35613;Limau
Leuwiliang;16640;Leuwiliang
Kepayang (Kepahyang);30657;Lempuing
Pondo;86753;Lembor
Geumata (Meunasah Geumata);24382;Lhoksukon
Bangka Lelak;86521;Lelak
Billapora Rebba (Bilapora Reba);69461;Lenteng
Limpung;51271;Limpung
Suka Bumi;39267;Lebong Sakti
Gangga I;95377;Likupang Barat
Grong Grong;24382;Lhoksukon
Pong Majok;86753;Lembor
Barung-Barung;21255;Lima Puluh Pesisir
Kutapandan;30657;Lempuing
Bangka Tonggur;86521;Lelak
Leuwimekar;16640;Leuwiliang
Tabeak Dipoa;39267;Lebong Sakti
Cangkreng;69461;Lenteng
Lobang;51271;Limpung
Kebo;90871;Lilirilau (Lili Rilau)
Ponto Ara;86753;Lembor
Gangga II;95377;Likupang Barat
Keutapang;24382;Lhoksukon
Gelong;86521;Lelak
Gaye Sendah;24677;Leuser
Bulan-Bulan;21255;Lima Puluh Pesisir
Mekar Jaya;30657;Lempuing
Tabeak Kauk;39267;Lebong Sakti
Kumbang Lt;24382;Lhoksukon
Kambang Timur;25663;Lengayang
Siru;86753;Lembor
Daramista (Daramesta);69461;Lenteng
Ngaliyan;51271;Limpung
Ketang;86521;Lelak
Pabangbon;16640;Leuwiliang
Ulee Gunong;24382;Lhoksukon
Jayakarsa;95377;Likupang Barat
Ujung Tanjung I (satu);39267;Lebong Sakti
Kuta Lhoksukon (Kota Lhoksukon);24382;Lhoksukon
Macanre;90871;Lilirilau (Lili Rilau)
Sindang Sari;30657;Lempuing
Tangge;86753;Lembor
Gambus Laut;21255;Lima Puluh Pesisir
Lentang;86521;Lelak
Lhok Kareung;24382;Lhoksukon
Ellak Daya;69461;Lenteng
Ulee Tanoh;24382;Lhoksukon
Ujung Tanjung II (dua);39267;Lebong Sakti
Plumbon;51271;Limpung
Kinabuhutan;95377;Likupang Barat
Kambang Utara;25663;Lengayang
Nati;86521;Lelak
Purasari;16640;Leuwiliang
Wae Bangka;86753;Lembor
Suka Mulya;30657;Lempuing
Gunung Pak-Pak;24677;Leuser
Ujung Tanjung III (tiga);39267;Lebong Sakti
Ellak Laok;69461;Lenteng
Aneuk Paya (Ateuk Paya);23355;Lhoknga (Lho'nga)
Ndiwar;86521;Lelak
Wae Kanta;86753;Lembor
Maliambao;95377;Likupang Barat
Masing;90871;Lilirilau (Lili Rilau)
Blau;39265;Lebong Atas
Sumber Makmur;30657;Lempuing
Pong Umpu (Pong Ompu);86521;Lelak
Lakitan;25663;Lengayang
Wae Mowol;86753;Lembor
Jambu;69461;Lenteng
Kueh;23355;Lhoknga (Lho'nga)
Daneo \/ Daneu \/ Danau;39265;Lebong Atas
Mubune;95377;Likupang Barat
Urang;86521;Lelak
Kane Mende;24677;Leuser
Lhok Seuntang (Lhok Sentang);24382;Lhoksukon
Wae Wako;86753;Lembor
Sumberagung;30657;Lempuing
Guntung;21255;Lima Puluh Pesisir
Baopaat;86161;Lela
Pajalesang;90871;Lilirilau (Lili Rilau)
Pungangan;51271;Limpung
Sukau Kayo (Suka Kayo);39265;Lebong Atas
Lam Ateuk;23355;Lhoknga (Lho'nga)
Mancang (Meunasah Mancang);24382;Lhoksukon
Bintangor Mukti;94967;Lembo Raya
Lakitan Selatan;25663;Lengayang
Puraseda;16640;Leuwiliang
Du;86161;Lela
Gunung Bandung;21255;Lima Puluh Pesisir
Lambaro Kueh;23355;Lhoknga (Lho'nga)
Tabeak Blau;39265;Lebong Atas
Manyang (Meunasah Manyang);24382;Lhoksukon
Dolupo Karya (Dalupo Karya);94967;Lembo Raya
Kompas;24677;Leuser
Rowosari;51271;Limpung
Hepang;86161;Lela
Palangiseng;90871;Lilirilau (Lili Rilau)
Dungusiku;44192;Leuwigoong
Tabeak Blau I;39265;Lebong Atas
Lambaro Seubun;23355;Lhoknga (Lho'nga)
Mata Ie;24382;Lhoksukon
Kambingan Barat;69461;Lenteng
Jamor Jaya (Jamur Jaya);94967;Lembo Raya
Lakitan Tengah;25663;Lengayang
Lubuk Cuik;21255;Lima Puluh Pesisir
Munte;95377;Likupang Barat
Iligai;86161;Lela
Parenring;90871;Lilirilau (Lili Rilau)
Sempu;51271;Limpung
Tebing Suluh;30657;Lempuing
Kute Hakhapen (Hakhapen);24677;Leuser
Lembobelala;94967;Lembo Raya
Mata U;24382;Lhoksukon
Palaes;95377;Likupang Barat
Lamcok (Lam Cok);23355;Lhoknga (Lho'nga)
Karanganyar;44192;Leuwigoong
Tugu Agung;30657;Lempuing
Lakitan Timur;25663;Lengayang
Pasir Permit;21255;Lima Puluh Pesisir
Lembung Barat;69461;Lenteng
Lamgaboh (Lam Gaboh);23355;Lhoknga (Lho'nga)
Matang Munjee (Matang Meunye);24382;Lhoksukon
Paputungan;95377;Likupang Barat
Paroto;90871;Lilirilau (Lili Rilau)
Sidomulyo;51271;Limpung
Tugu Jaya;30657;Lempuing
Laut Tawar;24677;Leuser
Matang Pupanji AB (Gampong Matang Pupanji Ab);24382;Lhoksukon
Serei;95377;Likupang Barat
Lamkrut (Lam Kruet);23355;Lhoknga (Lho'nga)
Lembung Timur;69461;Lenteng
Karangsari;44192;Leuwigoong
Tugumulyo;30657;Lempuing
Pematang Panjang;21255;Lima Puluh Pesisir
Sonsilo;95377;Likupang Barat
Matang Teungoh Ab. (Meunasah Matang Teungoh);24382;Lhoksukon
Lenteng Barat;69461;Lenteng
Tetewatu;90871;Lilirilau (Lili Rilau)
Leuwigoong;44192;Leuwigoong
Tulung Harapan;30657;Lempuing
Lakitan Utara;25663;Lengayang
Pematang Tengah;21255;Lima Puluh Pesisir
Lenteng Timur;69461;Lenteng
Lampaya;23355;Lhoknga (Lho'nga)
Meucat;24382;Lhoksukon
Bambang;34877;Lemong
Lawe Sekhakut;24677;Leuser
Meunasah Alue Drien LB;24382;Lhoksukon
Meddelan (Medelan);69461;Lenteng
Meunasah Baro Lamlhom;23355;Lhoknga (Lho'nga)
Margacinta;44192;Leuwigoong
Bandar Pugung;34877;Lemong
Ujung;90871;Lilirilau (Lili Rilau)
Perupuk;21255;Lima Puluh Pesisir
Moncek Barat;69461;Lenteng
Kalijaga Baru;83653;Lenek
Meunasah Arongan AB (Meunasah Arongan Ab);24382;Lhoksukon
Cahaya Negeri;34877;Lemong
Meunasah Belee (Meunasah Balee Lamlhom);23355;Lhoknga (Lho'nga)
Tanah Itam Ilir;21255;Lima Puluh Pesisir
Moncek Tengah;69461;Lenteng
Naga Timbul;24677;Leuser
Margahayu;44192;Leuwigoong
Lemong;34877;Lemong
Appanang;90863;Liliraja (Lili Riaja)
Titi Merah;21255;Lima Puluh Pesisir
Malaya;34877;Lemong
Meunasah Beutong;23355;Lhoknga (Lho'nga)
Sindangsari;44192;Leuwigoong
Moncek Timur;69461;Lenteng
Lenek;83653;Lenek
Titi Putih;21255;Lima Puluh Pesisir
Pagar Dalam;34877;Lemong
Permata Musara;24677;Leuser
Tambak Sari (Tambaksari);44192;Leuwigoong
Poreh;69461;Lenteng
Lenek Baru;83653;Lenek
Meunasah Asan Ab;24382;Lhoksukon
Parda Haga;34883;Lemong
Barang;90863;Liliraja (Lili Riaja)
Antara;21255;Lima Puluh (Limapuluh)
Punce Nali;24677;Leuser
Sendir;69461;Lenteng
Meunasah Asan Lhoksukon Barat;24382;Lhoksukon
Lenek Daya;83653;Lenek
Penengahan (Pengehan);34877;Lemong
Bojongmenteng (Bojong Menteng);42362;Leuwidamar
Galung;90863;Liliraja (Lili Riaja)
Tarogan;69461;Lenteng
Lima Puluh Kota;21255;Lima Puluh (Limapuluh)
Lenek Duren;83653;Lenek
Rata Agung;34877;Lemong
Fajar Jaya;32158;Lengkiti
Sade Ate;24677;Leuser
Dorbolaang (Dorbolaan);95551;Lembeh Selatan (Bitung Selatan)
Jampu;90863;Liliraja (Lili Riaja)
Lenek Kali Bambang;83653;Lenek
Sepakat;24677;Leuser
Meunasah Blang;24382;Lhoksukon
Kelapa Dua;95558;Lembeh Selatan (Bitung Selatan)
Meunasah Dayah Lt\/Lb;24382;Lhoksukon
Mangkai Baru;21255;Lima Puluh (Limapuluh)
Jennae;90863;Liliraja (Lili Riaja)
Cibungur;42362;Leuwidamar
Lenek Lauk;83653;Lenek
Meunasah Geulinggang;24382;Lhoksukon
Pancuran;95556;Lembeh Selatan (Bitung Selatan)
Gedung Pakuan\/Pekuon;32158;Lengkiti
Kolidetung;86161;Lela
Suka Damai;24677;Leuser
Pattojo;90863;Liliraja (Lili Riaja)
Papusungan;95554;Lembeh Selatan (Bitung Selatan)
Lenek Pasiraman;83653;Lenek
Pasir Panjang (Pasirpanjang);95553;Lembeh Selatan (Bitung Selatan)
Tanjung Sari;24677;Leuser
Rompegading;90863;Liliraja (Lili Riaja)
Lenek Ramban Biak;83653;Lenek
Paudean;95551;Lembeh Selatan (Bitung Selatan)
Tuah Kekhine (Tanah Khekhine);24677;Leuser
Atep Oki;95685;Lembean Timur
Tik Tebing (Atas Tebing);39265;Lebong Atas
Mandula;94967;Lembo Raya
Timusu;90863;Liliraja (Lili Riaja)
Korowuwu;86161;Lela
Sukarema;83653;Lenek
Atakowa;86681;Lebatukan
Kaleosan;95685;Lembean Timur
Lela;86161;Lela
Pa'awaru;94967;Lembo Raya
Banitobo;86681;Lebatukan
Sikka;86161;Lela
Petumbea;94967;Lembo Raya
Baopama (Baopana);86681;Lebatukan
Watutedang;86161;Lela
Mangkai Lama;21255;Lima Puluh (Limapuluh)
Jikumarasa (Jikumerasa);97570;Lilialy
Po'ona;94967;Lembo Raya
Belorebong (Balurebong);86681;Lebatukan
Tunas Mude;24677;Leuser
Meunasah Jok;24382;Lhoksukon
Erwiri (Ewiri);97543;Leksula
Bumirejo;55663;Lendah
Karang Endah;32158;Lengkiti
Balongasem (Balong Asem);64393;Lengkong
Pontangoa;94967;Lembo Raya
Kapataran;95685;Lembean Timur
Meunasah Krueng LT (Krueng Lt);24382;Lhoksukon
Dikesare;86681;Lebatukan
Perkebunan Dolok;21255;Lima Puluh (Limapuluh)
Talise;95377;Likupang Barat
Grahwaen;97543;Leksula
Meunasah Leubok Ab;24382;Lhoksukon
Sukamulya (Suka Mulya);34883;Lemong
Ronta;94967;Lembo Raya
Lubuk Dalam;32158;Lengkiti
Bangle (Banggle);64393;Lengkong
Hadakewa;86681;Lebatukan
Tambun;95377;Likupang Barat
Perkebunan Kwala Gunung;21255;Lima Puluh (Limapuluh)
Kase;97543;Leksula
Kapataran Satu;95685;Lembean Timur
Tanjung Jati;34877;Lemong
Meunasah Meurbo (Meureubo);24382;Lhoksukon
Alo-Alo;93350;Lembo
Sawa;97570;Lilialy
Banjardowo (Banjar Dowo);64393;Lengkong
Cisimeut;42362;Leuwidamar
Gulurejo;55663;Lendah
Tanah Putih;95377;Likupang Barat
Lubuk Hara;32158;Lengkiti
Karor;95685;Lembean Timur
Tanjung Sakti;34877;Lemong
Ubung;97570;Lilialy
Lamadale;86681;Lebatukan
Meunasah Meuria (Meuriya);24382;Lhoksukon
Tarabitan;95377;Likupang Barat
Jatirejo;55663;Lendah
Leksula;97543;Leksula
Perkebunan Lima Puluh;21255;Lima Puluh (Limapuluh)
Way Batang;34877;Lemong
Kayuroya;95685;Lembean Timur
Beteleme;94966;Lembo
Cisimeut Raya;42362;Leuwidamar
Burangrang;40262;Lengkong
Parentek;95685;Lembean Timur
Lamalela;86681;Lebatukan
Termaal;95377;Likupang Barat
Perkebunan Limau Manis;21255;Lima Puluh (Limapuluh)
Waeperang;97570;Lilialy
Babalonge;96468;Lemito
Liang;97543;Leksula
Negeri Agung;32158;Lengkiti
Ngentakrejo;55663;Lendah
Cijagra;40265;Lengkong
Bungguosu;93350;Lembo
Jalupangmulya (Jalupang Mulya);42362;Leuwidamar
Seretan;95685;Lembean Timur
Wawunian;95377;Likupang Barat
Lamatuka;86681;Lebatukan
