kecamatan;kabupaten
Simeulue Timur (Simeuleu Timur);Simeulue
Sukomoro;Nganjuk
Sukamakmur;Bogor
Sesean Suloara;Toraja Utara
Suoh;Lampung Barat
Rambang Kuang;Ogan Ilir
Talun;Pekalongan
Semidang Alas;Seluma
Sonder;Minahasa
Sesenapadang;Mamasa
Sukamakmur (Suka Makmur);Aceh Besar
Selimbau;Kapuas Hulu
Talun;Blitar
Songgom;Brebes
Simo;Boyolali
Sesnuk;Boven Digoel
Rambang Niru (Rambang Dangku);Muara Enim
Sukamantri;Ciamis
Tabalar;Berau
Talun (Cirebon Selatan);Cirebon
Semidang Alas Maras;Seluma
Tamako;Kepulauan Sangihe
Sindang Kelingi;Rejang Lebong
Songgon;Banyuwangi
Supiori Barat;Supiori
Sumur Bandung;Bandung
Sukorambi;Jember
Selo;Boyolali
Sentolo;Kulon Progo
Seteluk (Sateluk);Sumbawa Barat
Simokerto;Surabaya
Rambatan;Tanah Datar
Tamalanrea;Makassar
Sukorame;Lamongan
Sooko;Mojokerto
Sumuri (Simuri);Teluk Bintuni
Sindangagung (Sindang Agung);Kuningan
Tamalate;Makassar
Tabanan;Tabanan
Siompu Barat;Buton Selatan
Senyerang;Tanjung Jabung Barat
Rambipuji;Jember
Setia;Aceh Barat Daya
Sukorejo;Pasuruan
Selogiri;Wonogiri
Sindangbarang;Cianjur
Selomerto;Wonosobo
Rambutan;Banyuasin
Sepaku;Penajam Paser Utara
Rambutan;Tebing Tinggi
Sukorejo;Ponorogo
Tamalatea;Jeneponto
Sidey;Manokwari
Semidang Gumay / Gumai;Kaur
Tabang;Mamasa
Setia Bhakti (Setia Bakti);Aceh Jaya
Sepang (Sepang Simin);Gunung Mas
Supiori Selatan;Supiori
Siotapina (Siontapia / Siontapina);Buton
Tabang;Kutai Kartanegara
Simpang;Ogan Komering Ulu Selatan
Taman;Pemalang
Sepatan;Tangerang
Supiori Timur;Supiori
Setia Janji;Asahan
Sukorejo;Kendal
Sipahutar;Tapanuli Utara
Simpang Alahan Mati;Pasaman
Sungai Ambawang;Kubu Raya
Tabir;Merangin
Sukamara;Sukamara
Setiabudi (Setia Budi);Jakarta Selatan
Sepatan Timur;Tangerang
Supiori Utara;Supiori
Sipatana;Gorontalo
Selong;Lombok Timur
Sindangkasih;Ciamis
Setu;Tangerang Selatan
Sukamerindu;Lahat
Sukorejo;Blitar
Sungai Apit;Siak
Simpang Dua;Ketapang
Sipirok;Tapanuli Selatan
Tabir Barat;Merangin
Semidang Lagan;Bengkulu Tengah
Setu;Bekasi
Sukosari;Bondowoso
Sungai Are;Ogan Komering Ulu Selatan
Supnin;Raja Ampat
Sepauk;Sintang
Sipispis;Serdang Bedagai
Sukamulia;Lombok Timur
Sungai Aur (Sungaiaur);Pasaman Barat
Sindangkerta;Bandung Barat
Sungai Babuat;Murung Raya
Semin;Gunungkidul
Sukosewu;Bojonegoro
Sungai Bahar;Muaro Jambi
Simpang Empat;Banjar
Sooko;Ponorogo
Sungai Batang;Indragiri Hilir
Sukamulya;Tangerang
Sipoholon;Tapanuli Utara
Suppa;Pinrang
Tanjung Pinang Barat;Tanjung Pinang
Selopampang;Temanggung
Sungai Beremas (Sei Beremas);Pasaman Barat
Sidikalang;Dairi
Sipora Selatan;Kepulauan Mentawai
Sopai;Toraja Utara
Tanjung Pinang Kota;Tanjung Pinang
Selopuro;Blitar
Sipora Utara;Kepulauan Mentawai
Soppeng Riaja;Barru
Tanjung Pinang Timur;Tanjung Pinang
Siding;Bengkayang
Seponti;Kayong Utara
Tanjung Priok;Jakarta Utara
Semitau;Kapuas Hulu
Rampi;Luwu Utara
Tabir Ilir;Merangin
Sir-Sir;Kepulauan Aru
Selorejo;Blitar
Sukanagara;Cianjur
Tanjung Pura (Tanjungpura);Langkat
Sor Ep;Asmat
Sindangresmi;Pandeglang
Simpang Empat;Tanah Bumbu
Sirah Pulau Padang;Ogan Komering Ilir
Sukowono;Jember
Semparuk;Sambas
Tanjung Raja;Lampung Utara
Sukra;Indramayu
Tanjung Raja;Ogan Ilir
Suradadi (Surodadi);Tegal
Sidoan;Parigi Moutong
Tabir Lintas;Merangin
Sungai Betung;Bengkayang
Sukapura;Probolinggo
Tabir Selatan;Merangin
Tanjung Raya;Agam
Simpang Empat;Asahan
Sepulu;Bangkalan
Seluas;Bengkayang
Tabir Timur;Merangin
Sempol;Bondowoso
Rana Mese;Manggarai Timur
Sukun;Malang
Sorawolio (Sora Walio / Sorowalio);Bau Bau
Sidoarjo;Sidoarjo
Sindangwangi;Majalengka
Sungai Boh;Malinau
Seluma;Seluma
Surade;Sukabumi
Tabir Ulu;Merangin
Tanjung Raya;Mesuji
Soreang;Pare Pare
Sulabesi Barat;Kepulauan Sula
Sirampog;Brebes
Simpang Empat;Karo
Sidoharjo;Sragen
Seputih Agung;Lampung Tengah
Sungai Bungkal;Sungai Penuh
Sindue;Donggala
Tanjung Redeb;Berau
Sulabesi Selatan;Kepulauan Sula
Sempor;Kebumen
Soreang;Bandung
Tabona;Pulau Taliabu
Simpang Hilir;Kayong Utara
Sirandorung;Tapanuli Tengah
Seputih Banyak;Lampung Tengah
Seluma Barat;Seluma
Suralaga;Lombok Timur
Tanjung Sakti Pumi;Lahat
Sorkam;Tapanuli Tengah
Sulabesi Tengah;Kepulauan Sula
Suranenggala;Cirebon
Sungai Durian (Sungaidurian);Kotabaru
Simpang Hulu;Ketapang
Sirapit (Serapit);Langkat
Sidoharjo;Wonogiri
Tanjung Sari;Lampung Selatan
Surian;Sumedang
Ranah Ampek Hulu Tapan;Pesisir Selatan
Sungai Garingging;Padang Pariaman
Simpang Jernih;Aceh Timur
Seluma Selatan;Seluma
Tanjung Selor;Bulungan
Sungai Gelam;Muaro Jambi
Sorkam Barat;Tapanuli Tengah
Tanjung Senang;Bandar Lampung
Sidomukti;Salatiga
Sirenja;Donggala
Sempu;Banyuwangi
Tanjung Tiram;Batu Bara
Suro Makmur;Aceh Singkil
Sungai Kakap;Kubu Raya
Sindue Tobata;Donggala
Simpang Kanan;Aceh Singkil
Tanjunganom;Nganjuk
Tabongo;Gorontalo
Sirets;Asmat
Sukaraja;Seluma
Sungai Kanan (Sei);Labuhanbatu Selatan
Sulabesi Timur;Kepulauan Sula
Tanjungbalai Selatan (Tanjung Balai Selatan);Tanjung Balai
Sindue Tombusabora;Donggala
Sirimau;Ambon
Sulamu;Kupang
Suru Suru;Yahukimo
Tanjungbalai Utara (Tanjung Balai Utara);Tanjung Balai
Tabonji;Merauke
Sungai Keruh;Musi Banyuasin
Sukaraja;Bogor
Seluma Timur;Seluma
Tanjungjaya;Tasikmalaya
Sine;Ngawi
Suru-suru;Asmat
Siritaun Wida Timur;Seram Bagian Timur
Tabukan;Barito Kuala
Sukaraja;Sukabumi
Tanjungkarang Barat (Tanjung Karang Barat);Bandar Lampung
Seputih Mataram;Lampung Tengah
Siriwo;Nabire
Tabukan Selatan;Kepulauan Sangihe
Tanjungkarang Pusat (Tanjung Karang Pusat);Bandar Lampung
Sukaraja;Tasikmalaya
Sulang;Rembang
Siriwo;Paniai
Seputih Raman;Lampung Tengah
Suruh;Trenggalek
Taman;Madiun
Suli;Luwu
Sukarame;Tasikmalaya
Tanjungkarang Timur (Tanjung Karang Timur);Bandar Lampung
Tabukan Selatan Tengah;Kepulauan Sangihe
Senapelan;Pekanbaru
Sirombu;Nias Barat
Singajaya;Garut
Taman;Sidoarjo
Suruh;Semarang
Seputih Surabaya;Lampung Tengah
Tanjungkerta;Sumedang
Sukarame;Bandar Lampung
Tabukan Selatan Tenggara;Kepulauan Sangihe
Sitahuis;Tapanuli Tengah
Senayang;Lingga
Tanjungmedar;Sumedang
Singaparna;Tasikmalaya
Taman Krocok;Bondowoso
Seradala;Yahukimo
Tanjungsakti Pumu (Tanjung Sakti Pumu);Lahat
Suli Barat;Luwu
Sukarami;Palembang
Taman Rajo;Muaro Jambi
Tabukan Tengah;Kepulauan Sangihe
Sururey;Pegunungan Arfak
Tanjungsari;Gunungkidul
Singaran Pati;Bengkulu
Taman Sari;Pangkal Pinang
Serai Serumpun;Tebo
Tanjungsari;Bogor
Suliki;Lima Puluh Kota
Tanjungsari;Sumedang
Singgahan;Tuban
Taman Sari;Jakarta Barat
Suling Tambun;Seruyan
Tanjungsiang;Subang
Seram Barat;Seram Bagian Barat
Tamanan;Bondowoso
Sultan Daulat;Subulussalam
Tanjungtebat (Tanjung Tebat);Lahat
Singingi;Kuantan Singingi
Tamansari;Bogor
Suluun Tareran;Minahasa Selatan
Soromandi;Bima
Sitelu Tali Urang Jehe (Sitellu);Pakpak Bharat
Sumalata;Gorontalo Utara
Ranah Batahan;Pasaman Barat
Tano Tombangan Angkola;Tapanuli Selatan
Sendana;Majene
Sumalata Timur;Gorontalo Utara
Sorong;Sorong
Tamansari;Tasikmalaya
Singingi Hilir;Kuantan Singingi
Tanoh Alas (Tanah Alas);Aceh Tenggara
Simpang Kanan;Rokan Hilir
Tamansari;Boyolali
Sumarorong;Mamasa
Sukaratu;Tasikmalaya
Tanon;Sragen
Tabukan Utara;Kepulauan Sangihe
Susoh;Aceh Barat Daya
Sungai Kunjang;Samarinda
Singkawang Barat;Singkawang
Tambak;Banyumas
Simpang Katis;Bangka Tengah
Tabulahan;Mamasa
Sungai Kunyit;Mempawah
Susua;Nias Selatan
Tanralili;Maros
Singkawang Selatan;Singkawang
Sidomulyo;Lampung Selatan
Sitelu Tali Urang Julu (Sitellu);Pakpak Bharat
Sumay;Tebo
Seluma Utara;Seluma
Tanta;Tabalong
Simpang Kiri;Subulussalam
Tabundung;Sumba Timur
Sitinjau Laut;Kerinci
Singkawang Tengah;Singkawang
Sendana;Palopo
Taopa;Parigi Moutong
Tabunganen;Barito Kuala
Sorong;Sorong
Tambak;Gresik
Ranah Pesisir;Pesisir Selatan
Sitinjo;Dairi
Tadu Raya;Nagan Raya
Selupu Rejang;Rejang Lebong
Sukaresik;Tasikmalaya
Tapa;Bone Bolango
Sumbang;Banyumas
Sungai Lala;Indragiri Hulu
Susukan;Cirebon
Sumbawa;Sumbawa
Tambakboyo;Tuban
Sidorejo;Magetan
Taebenu;Kupang
Sitio-tio;Samosir
Sorong Barat;Sorong
Tapaktuan (Tapak Tuan);Aceh Selatan
Sumber;Probolinggo
Ranca Bungur;Bogor
Sungai Laur;Ketapang
Singkawang Timur;Singkawang
Semadam;Aceh Tenggara
Tapalang;Mamuju
Sidorejo;Salatiga
Sumber;Cirebon
Sungai Lilin;Musi Banyuasin
Sorong Kepulauan;Sorong
Taelarek;Jayawijaya
Tapalang Barat;Mamuju
Semaka;Tanggamus
Sungai Limau;Padang Pariaman
Sorong Kota;Sorong
Sumber;Rembang
Tapango;Polewali Mandar
Singkawang Utara;Singkawang
Rancabali (Ranca Bali);Bandung
Sungai Loban;Tanah Bumbu
Sumber Barito;Murung Raya
Sungai Manau;Merangin
Taganombak;Puncak Jaya
Tapen;Bondowoso
Singkep;Lingga
Tapian Dolok;Simalungun
Sitiung;Dharmasraya
Sumber Harta;Musi Rawas
Sidua'ori;Nias Selatan
Sungai Mandau;Siak
Sorong Manoi;Sorong
Sumber Jaya;Lampung Barat
Tapian Nauli;Tapanuli Tengah
Semampir;Surabaya
Singkep Barat;Lingga
Sitolu Ori;Nias Utara
Siempat Nempu;Dairi
Tambakdahan;Subang
Tagime;Jayawijaya
Sungai Mas;Aceh Barat
Singkep Pesisir;Lingga
Tapin Selatan;Tapin
Situbondo;Situbondo
Tagime;Tolikara
Tambakrejo;Bojonegoro
Singkep Selatan;Lingga
Sungai Melayu Rayak;Ketapang
Tagineri;Tolikara
Situjuah Limo Nagari (Situjuah Lima Nagari);Lima Puluh Kota
Tapin Tengah;Tapin
Sumber Marga Telang;Banyuasin
Sungai Menang;Ogan Komering Ilir
Singkil;Aceh Singkil
Tapin Utara;Tapin
Sumberasih;Probolinggo
Tapos;Depok
Sungai Pagu;Solok Selatan
Tagineri;Jayawijaya
Tagulandang;Kepulauan Siau Tagulandang Biaro (Sitaro)
Tagulandang Selatan;Kepulauan Siau Tagulandang Biaro (Sitaro)
Rancaekek;Bandung
Singkil;Manado
Tambakromo;Pati
Sorong Timur;Sorong
Semanding;Tuban
Tapung;Kampar
Siempat Nempu Hilir;Dairi
Sungai Pandan;Hulu Sungai Utara
Tagulandang Utara;Kepulauan Siau Tagulandang Biaro (Sitaro)
Situraja;Sumedang
Tahota;Manokwari Selatan
Sungai Penuh;Sungai Penuh
Sorong Utara;Sorong
Tapung Hilir;Kampar
Tahuna;Kepulauan Sangihe
Rancah;Ciamis
Tambaksari;Ciamis
Singkil Utara;Aceh Singkil
Sungai Pinang;Banjar
Tahuna Barat;Kepulauan Sangihe
Tapung Hulu;Kampar
Singkohor;Aceh Singkil
Soropia;Konawe
Siempat Nempu Hulu;Dairi
Sosa;Padang Lawas
Siempat Rube;Pakpak Bharat
Tahuna Timur;Kepulauan Sangihe
Sosa Julu;Padang Lawas
Sosa Timur;Padang Lawas
Singkup;Ketapang
Semangga;Merauke
Tahunan;Jepara
Singkut;Sarolangun
Taige;Pegunungan Arfak
Sosoh Buay Rayap;Ogan Komering Ulu
Singojuruh;Banyuwangi
Rancakalong;Sumedang
Tajinan;Malang
Sosopan;Padang Lawas
Singorojo;Kendal
Tajurhalang;Bogor
Semanu;Gunungkidul
Siepkosi;Jayawijaya
Rancasari;Bandung
Singosari;Malang
Sosorgadong (Sosor Gadong);Tapanuli Tengah
Taka Bonerate (Takabonerate);Kepulauan Selayar
Semarang Barat;Semarang
Siniu;Parigi Moutong
Takari;Kupang
Sigaluh;Banjarnegara
Seram Timur;Seram Bagian Timur
Sota;Merauke
Sinjai Barat;Sinjai
Randangan;Pahuwato
Takeran;Magetan
Semarang Selatan;Semarang
Seram Utara;Maluku Tengah
Soug Jaya;Teluk Wondama
Sigi Biromaru;Sigi
Sungai Pinang;Samarinda
Tambaksari;Surabaya
Takisung;Tanah Laut
Tarabintang (Tara Bintang);Humbang Hasundutan
Randuagung;Lumajang
Seram Utara Barat;Maluku Tengah
Siulak;Kerinci
Semarang Tengah;Semarang
Tamban;Barito Kuala
Takkalalla;Wajo
Soyo Jaya;Morowali Utara
Taraju;Tasikmalaya
Siulak Mukai;Kerinci
Tarakan Barat;Tarakan
Takokak;Cianjur
Soyoi Mambai;Waropen
Simpang Kramat (Keramat);Aceh Utara
Sigumpar;Toba
Seram Utara Timur Kobi;Maluku Tengah
Tamban Catur;Kapuas
Sendang;Tulungagung
Semarang Timur;Semarang
Taktakan;Serang
Sungai Pinang;Ogan Ilir
Susukan;Banjarnegara
Sragen;Sragen
Sinjai Borong;Sinjai
Simpang Mamplam;Bireuen
Seram Utara Timur Seti;Maluku Tengah
Siwalalat;Seram Bagian Timur
Susukan;Semarang
Talaga;Majalengka
Tarakan Tengah;Tarakan
Simpang Pematang;Mesuji
Sungai Pinyuh (Sei Pinyuh);Mempawah
Sukaresmi;Pandeglang
Siwalan;Pekalongan
Serambakon;Pegunungan Bintang
Tambang;Kampar
Sinjai Selatan;Sinjai
Tarakan Timur;Tarakan
Sungai Pua (Puar);Agam
Tana Lia;Tana Tidung
Talaga Jaya (Telaga Jaya);Gorontalo
Sukaresmi;Cianjur
Tayan Hulu;Sanggau
Seranau;Kotawaringin Timur
Simpang Pesak;Belitung Timur
Tigalingga (Tiga Lingga);Dairi
Sinjai Tengah;Sinjai
Skanto;Keerom
Tana Lili;Luwu Utara
Susukan Lebak;Cirebon
Tarakan Utara;Tarakan
Sungai Raya;Bengkayang
Tambang Ulang;Tanah Laut
Tiganderket;Karo
Tayando Tam;Tual
Sukaresmi;Garut
Sokaraja;Banyumas
Simpang Raya;Banggai
Sungai Raya;Kubu Raya
Slahung;Ponorogo
Susut;Bangli
Sungai Raya;Hulu Sungai Selatan
Tigapanah (Tiga Panah);Karo
Sukasada;Buleleng
Slawi;Tegal
Tana Righu;Sumba Barat
Simpang Renggiang;Belitung Timur
Tayu;Pati
Tigaraksa;Tangerang
Tarano;Sumbawa
Tebas;Sambas
Sleman;Sleman
Soko;Tuban
Tambangan;Mandailing Natal
Sukasari;Bandung
Tigi;Deiyai
Tareran;Minahasa Selatan
Tebat Karai;Kepahiang
Sungai Raya;Aceh Timur
Sutera;Pesisir Selatan
Sokobanah;Sampang
Sungai Raya Kepulauan;Bengkayang
Sukasari;Purwakarta
Simpang Rimba;Bangka Selatan
Tarik;Sidoarjo
Suti Semarang;Bengkayang
Tigi Barat;Deiyai
Sendang Agung;Lampung Tengah
Tebet;Jakarta Selatan
Tana Wawo;Sikka
Tigi Timur;Deiyai
Tigo Lurah;Solok
Tebing;Karimun
Simpang Teritip;Bangka Barat
Tarogong Kaler;Garut
Tarogong Kidul;Garut
Senduro;Lumajang
Tanah Abang;Penukal Abab Lematang Ilir
Sutojayan;Blitar
Tigo Nagari;Pasaman
Tebing Syahbandar;Serdang Bedagai
Sliyeg;Indramayu
Solear;Tangerang
Tarokan;Kediri
Tanah Abang;Jakarta Pusat
Tambelan;Bintan
Simpang Tiga;Aceh Besar
Talaga Raya;Buton Tengah
Tikala;Toraja Utara
Slogohimo;Wonogiri
Serang;Serang
Suwawa;Bone Bolango
Sungai Rotan;Muara Enim
Tebing Tinggi;Serdang Bedagai
Talamau;Pasaman Barat
Tarowang;Jeneponto
Simpang Tiga;Pidie
Sungai Rumbai;Dharmasraya
Tikala;Manado
Senen;Jakarta Pusat
Tambelang;Bekasi
Tikke Raya;Pasangkayu (Mamuju Utara)
Suwawa Selatan;Bone Bolango
Sinjai Timur;Sinjai
Tebing Tinggi;Tanjung Jabung Barat
Sinjai Utara;Sinjai
Tikung;Lamongan
Simpang Ulim;Aceh Timur
Tebing Tinggi;Kepulauan Meranti
Talambo;Yahukimo
Sengah Temila;Landak
Tarub;Tegal
Serang Baru;Bekasi
Tilamuta;Boalemo
Suwawa Tengah;Bone Bolango
Sungai Rumbai;Muko Muko
Tanah Cogok;Kerinci
Tarumajaya;Bekasi
Tebing Tinggi;Empat Lawang
Tambelangan;Sampang
Tilango;Gorontalo
Sinoa;Bantaeng
Sungai Selan;Bangka Tengah
Tebing Tinggi;Balangan
Talang;Tegal
Tarup;Pegunungan Bintang
Tilatang Kamang;Agam
Serangpanjang;Subang
Senggi;Keerom
Tanah Grogot;Paser
Tebing Tinggi Barat;Kepulauan Meranti
Simpenan;Sukabumi
Tiloan;Buol
Sungai Sembilan;Dumai
Suwawa Timur;Bone Bolango
Tanah Jawa;Simalungun
Sumberbaru (Sumber Baru);Jember
Tambora;Bima
Tilongkabila;Bone Bolango
Sukasari;Subang
Sluke;Rembang
Sinonsayang;Minahasa Selatan
Tebing Tinggi Kota;Tebing Tinggi
Senopi;Tambrauw
Timang Gajah;Bener Meriah
Sukasari;Sumedang
Umagi;Tolikara
Tarutung;Tapanuli Utara
Talang Empat;Bengkulu Tengah
Simpur;Hulu Sungai Selatan
Tebing Tinggi Timur;Kepulauan Meranti
Sungai Serut;Bengkulu
Serasan;Natuna
Suwela (Suela);Lombok Timur
Tanah Kampung;Sungai Penuh
Sumberejo;Bojonegoro
Timori;Tolikara
Senori;Tuban
Tambora;Jakarta Barat
Sintang;Sintang
Tebo Ilir;Tebo
Sungai Tabuk;Banjar
Serasan Timur;Natuna
Umalulu;Sumba Timur
Tasifeto Barat;Belu
Timpah;Kapuas
Talang Kelapa;Banyuasin
Sungai Tabukan;Hulu Sungai Utara
Sukatani;Bekasi
Tebo Tengah;Tebo
Tambun Selatan;Bekasi
Sumberejo (Sumber Rejo);Tanggamus
Timpeh;Dharmasraya
Tasifeto Timur;Belu
Simuk;Nias Selatan
Serawai;Sintang
Umbu Ratu Nggay;Sumba Tengah
Tanah Luas;Aceh Utara
Tinada;Pakpak Bharat
Sumbergempol;Tulungagung
Tasik Payawan;Katingan
Tebo Ulu;Tebo
Sentajo Raya;Kuantan Singingi
Tambun Utara;Bekasi
Swandiwe;Biak Numfor
Soa;Ngada
Umbu Ratu Nggay Barat;Sumba Tengah
Tasik Putri Puyu;Kepulauan Meranti
Sukatani;Purwakarta
Tinambung;Polewali Mandar
Talang Muandau;Bengkalis
Sungai Tarab;Tanah Datar
Tanah Masa;Nias Selatan
Sinaboi (Senaboi);Rokan Hilir
Tegal Barat;Tegal
Sukau;Lampung Barat
Sumberjambe (Sumber Jambe);Jember
Tinanggea;Konawe Selatan
Syahcame;Mappi
Serba Jadi;Serdang Bedagai
Soba;Yahukimo
Umbu Ratu Nggay Tengah;Sumba Tengah
Talang Padang;Empat Lawang
Tegal Selatan;Tegal
Tinangkung;Banggai Kepulauan
Sintuak Toboh Gadang;Padang Pariaman
Umbulharjo;Yogyakarta
Sukawangi;Bekasi
Sumberjaya;Majalengka
Tegal Timur;Tegal
Sumberlawang;Sragen
Sinak;Puncak
Tinangkung Selatan;Banggai Kepulauan
Tambusai;Rokan Hulu
Talang Padang;Tanggamus
Syamtalira Aron;Aceh Utara
Tinangkung Utara;Banggai Kepulauan
Sobaham;Yahukimo
Tegalampel;Bondowoso
Sukawati;Gianyar
Tasikmadu;Karanganyar
Umbulsari;Jember
Sinak Barat;Puncak
Tanah Merah;Bangkalan
Sinunukan;Mandailing Natal
Tinggi Raja;Asahan
Talang Ubi;Penukal Abab Lematang Ilir
Tambusai Utara;Rokan Hulu
Tegalbuleud;Sukabumi
Sobang;Lebak
Siompu;Buton Selatan
Tinggimoncong;Gowa
Sukawening;Garut
Tatah Makmur;Banjar
Tanah Merah;Indragiri Hilir
Sungai Tebelian;Sintang
Syamtalira Bayu;Aceh Utara
Umbunasi;Nias Selatan
Tatanga;Palu
Serbajadi;Aceh Timur
Sukikai Selatan;Dogiyai
Tingginambut;Puncak Jaya
Sobang;Pandeglang
Seremuk;Sorong Selatan
Sinar Peninjauan;Ogan Komering Ulu
Sungai Tubu;Malinau
Tegaldlimo;Banyuwangi
Talango;Sumenep
Tanah Miring;Merauke
Serengan;Surakarta
Tinggouw;Tambrauw
Tatapaan;Minahasa Selatan
Talatako;Tojo Una Una
Sukmajaya;Depok
Syiah Kuala;Banda Aceh
Sungailiat (Sungai Liat);Bangka
Sindang;Indramayu
Sumbermalang;Situbondo
Tatoareng;Kepulauan Sangihe
Sukodadi;Lamongan
Sungayang;Tanah Datar
Talawaan;Minahasa Utara
Syiah Utama;Bener Meriah
Tawaeli;Palu
Sumbermanjing Wetan;Malang
Sunggal;Deli Serdang
Umpu Semenguk;Way Kanan
Socah;Bangkalan
Seri Kuala Lobam (Sri);Bintan
Tamiang Hulu;Aceh Tamiang
Tegallalang;Gianyar
Talawi;Sawahlunto
Tawalian;Mamasa
Sumberpucung;Malang
Sodonghilir;Tasikmalaya
Tanah Pasir;Aceh Utara
Tawang;Tasikmalaya
Seribu Riam;Murung Raya
Wakate;Seram Bagian Timur
Tingkir;Salatiga
Talawi;Batu Bara
Una Una;Tojo Una Una
Teluk Dalam;Asahan
Seririt;Buleleng
Tammerodo Sendana (Tammeredo Sendana);Majene
Tinombo;Parigi Moutong
Sogae'adu (Sogae Adu / Sogaeadu);Nias
Unaaha;Konawe
Tombariri;Minahasa
Tawangharjo;Grobogan
Tinombo Selatan;Parigi Moutong
Wakorumba Selatan;Muna
Tampahan;Toba
Tinondo;Kolaka Timur
Sumbersari (Sumber Sari);Jember
Tawangmangu;Karanganyar
Undaan;Kudus
Teluk Dalam;Nias Selatan
Sojol;Donggala
Tanah Pinem;Dairi
Tombariri Timur;Minahasa
Tampaksiring (Tampak Siring);Gianyar
Tiom;Lanny Jaya
Teluk Deya;Paniai
Tiom Ollo;Lanny Jaya
Wakorumba Utara;Buton Utara
Ungar;Karimun
Tawangsari;Sukoharjo
Tombatu;Minahasa Tenggara
Tanah Pinoh;Melawi
Talegong;Garut
Sojol Utara;Donggala
Tegalombo;Pacitan
Tanggunggunung (Tanggung Gunung);Tulungagung
Serpong;Tangerang Selatan
Tiga Dihaji;Ogan Komering Ulu Selatan
Tiomneri;Lanny Jaya
Taliabu Barat;Pulau Taliabu
Tombatu Timur;Minahasa Tenggara
Tampan' Amma (Tampan Amma);Kepulauan Talaud
Ungaran Barat;Semarang
Serpong Utara;Tangerang Selatan
Wakuwo;Tolikara
Tegalrejo;Yogyakarta
Seruway;Aceh Tamiang
Tanggungharjo;Grobogan
Tayan Hilir;Sanggau
Tiplol Mayalibit;Raja Ampat
Taliabu Barat Laut;Pulau Taliabu
Tombatu Utara;Minahasa Tenggara
Sokan;Melawi
Tanah Pinoh Barat;Melawi
Walaik;Jayawijaya
Tigabinanga (Tiga Binanga);Karo
Tirawuta;Kolaka Timur
Ungaran Timur;Semarang
Tombolopao (Tombolo Pao);Gowa
Sumbersuko;Lumajang
Tegalrejo;Magelang
Tangma;Yahukimo
Tanah Putih;Rokan Hilir
Teluk Duairi;Teluk Wondama
Tiris;Probolinggo
Seruyan Hilir;Seruyan
Tombulu;Minahasa
Unir Sirau;Asmat
Wawonii Selatan;Konawe Kepulauan
Taliabu Selatan;Pulau Taliabu
Walantaka;Serang
Tegalsari;Banyuwangi
Tuahmadani;Pekanbaru
Seruyan Hilir Timur;Seruyan
Tangse;Pidie
Tiro/Truseb;Pidie
Tempuran;Karawang
Sumberwringin (Sumber Wringin);Bondowoso
Tegalsari;Surabaya
Tualan Hulu;Kotawaringin Timur
Teluk Elpaputih;Maluku Tengah
Taliabu Timur;Pulau Taliabu
Tiroang;Pinrang
Wawonii Tengah;Konawe Kepulauan
Sumbul;Dairi
Tomia;Wakatobi
Unter Iwes (Unterwiris);Sumbawa
Tempuran;Magelang
Taliabu Timur Selatan;Pulau Taliabu
Walea Besar;Tojo Una Una
Tirtajaya;Karawang
Tualang;Siak
Sumedang Selatan;Sumedang
Tegalsiwalan (Tegal Siwalan);Probolinggo
Tempurejo;Jember
Tomia Timur;Wakatobi
Taliabu Utara;Pulau Taliabu
Tanah Putih Tanjung Melawan;Rokan Hilir
Tuban;Tuban
Tanimbar Selatan;Kepulauan Tanimbar (Maluku Tenggara Barat)
Wawonii Tenggara;Konawe Kepulauan
Tirtamulya;Karawang
Tomilito (Tomolito);Gorontalo Utara
Tubang;Merauke
Unurum Guay;Jayapura
Talibura;Sikka
Wawonii Timur;Konawe Kepulauan
Walea Kepulauan;Tojo Una Una
Tegalwaru;Karawang
Tubei (Pelabai);Lebong
Tanimbar Utara;Kepulauan Tanimbar (Maluku Tenggara Barat)
Tubo Sendana;Majene
Tanah Rubuh;Manokwari
Tomini;Bolaang Mongondow Selatan
Tegalwaru (Tegal Waru);Purwakarta
Upau;Tabalong
Teluk Etna;Kaimana
Tanah Sareal (Tanah Sereal);Bogor
Waled;Cirebon
Seruyan Hulu;Seruyan
Tegineneng;Pesawaran
Tomini;Parigi Moutong
Uram Jaya;Lebong
Seruyan Raya;Seruyan
Teluk Gelam;Ogan Komering Ilir
Tanah Sepenggal;Bungo
Talisayan;Berau
Wonosalam;Jombang
Tegowanu;Grobogan
Tugala Oyo;Nias Utara
Sumedang Utara;Sumedang
Urei Faisei;Waropen
Tempursari;Lumajang
Seruyan Tengah;Seruyan
Tanah Sepenggal Lintas;Bungo
Wonosamodro;Boyolali
Taliwang;Sumbawa Barat
Tehoru;Maluku Tengah
Walelagama;Jayawijaya
Tenayan Raya;Pekanbaru
Usilimo;Jayawijaya
Sumo;Yahukimo
Wawonii Timur Laut;Konawe Kepulauan
Teluk Kaiely;Buru
Tanah Siang;Murung Raya
Wonosari;Gunungkidul
Teiraplu;Pegunungan Bintang
Taniwel;Seram Bagian Barat
Tenga;Minahasa Selatan
Tallo;Makassar
Utan;Sumbawa
Walenrang;Luwu
Tengah Ilir;Tebo
Tanah Siang Selatan;Murung Raya
Wawonii Utara;Konawe Kepulauan
Sumobito;Jombang
Tejakula;Buleleng
Wonosari;Boalemo
